Id,SalePrice
1101,92870.48648648648
1102,118957.03314917127
1103,147882.0636942675
1104,118957.03314917127
1105,118957.03314917127
1106,344679.84210526315
1107,179554.82926829267
1108,228631.8524590164
1109,183453.16666666666
1110,264676.0
1111,183453.16666666666
1112,228631.8524590164
1113,118957.03314917127
1114,147882.0636942675
1115,118957.03314917127
1116,264676.0
1117,239884.04761904763
1118,118957.03314917127
1119,138338.4794520548
1120,147882.0636942675
1121,110184.28571428571
1122,223015.1724137931
1123,92870.48648648648
1124,118957.03314917127
1125,179554.82926829267
1126,147882.0636942675
1127,223015.1724137931
1128,223015.1724137931
1129,228631.8524590164
1130,118957.03314917127
1131,152859.30909090908
1132,147882.0636942675
1133,138338.4794520548
1134,294608.4827586207
1135,183453.16666666666
1136,118957.03314917127
1137,147882.0636942675
1138,118957.03314917127
1139,183453.16666666666
1140,118957.03314917127
1141,118957.03314917127
1142,152859.30909090908
1143,294608.4827586207
1144,147882.0636942675
1145,92870.48648648648
1146,138338.4794520548
1147,147882.0636942675
1148,148728.75
1149,148728.75
1150,148728.75
1151,118957.03314917127
1152,152859.30909090908
1153,183453.16666666666
1154,118957.03314917127
1155,228631.8524590164
1156,152859.30909090908
1157,147882.0636942675
1158,179554.82926829267
1159,264676.0
1160,183453.16666666666
1161,183453.16666666666
1162,183453.16666666666
1163,118957.03314917127
1164,147882.0636942675
1165,152859.30909090908
1166,223015.1724137931
1167,264676.0
1168,183453.16666666666
1169,183453.16666666666
1170,446555.05263157893
1171,147882.0636942675
1172,147882.0636942675
1173,179554.82926829267
1174,229750.0
1175,183453.16666666666
1176,344679.84210526315
1177,118957.03314917127
1178,118957.03314917127
1179,118957.03314917127
1180,118957.03314917127
1181,311609.0
1182,264676.0
1183,446555.05263157893
1184,110184.28571428571
1185,152859.30909090908
1186,118957.03314917127
1187,152859.30909090908
1188,264676.0
1189,179554.82926829267
1190,228631.8524590164
1191,152859.30909090908
1192,188985.7142857143
1193,138338.4794520548
1194,147882.0636942675
1195,118957.03314917127
1196,183453.16666666666
1197,228631.8524590164
1198,148728.75
1199,179554.82926829267
1200,152859.30909090908
1201,92870.48648648648
1202,228631.8524590164
1203,118957.03314917127
1204,223015.1724137931
1205,147882.0636942675
1206,253367.05263157896
1207,147882.0636942675
1208,183453.16666666666
1209,118957.03314917127
1210,264676.0
1211,183453.16666666666
