Id,SalePrice
1101,-18107.893439203734
1102,116820.39295130665
1103,126512.45448205038
1104,151093.3026252368
1105,124698.41724851541
1106,313913.630735985
1107,205386.9074068342
1108,229941.2053128064
1109,191519.69250719238
1110,293471.05106324074
1111,181179.15383124817
1112,216266.83101882203
1113,99409.3108612406
1114,114880.81525943358
1115,99659.86927270947
1116,287220.29965834715
1117,199931.53309858404
1118,118389.34760128474
1119,138251.45717826346
1120,122075.91131931217
1121,124222.33836875053
1122,243997.66597110848
1123,84085.30203080818
1124,69290.67945411114
1125,174879.70540555147
1126,113815.23600905156
1127,234722.18530986435
1128,235680.91976419394
1129,224140.5428635087
1130,135050.98337238445
1131,155728.71482601762
1132,114159.26809066487
1133,168337.44031755545
1134,255934.87691966956
1135,184561.72396623262
1136,117408.11207239446
1137,149630.59771538363
1138,64895.61078204296
1139,208877.6562192852
1140,121465.49537488841
1141,131747.92577729956
1142,172587.2987506427
1143,338913.53147117095
1144,104852.66318151215
1145,73351.38153903966
1146,140295.25273961923
1147,173959.0386159249
1148,170224.2345958557
1149,132026.61400558357
1150,160972.3699261546
1151,126154.48771590146
1152,174854.08493670286
1153,201125.99562914134
1154,112822.62540559564
1155,212405.93628892163
1156,170506.59030595422
1157,147064.94923334103
1158,212644.10367554682
1159,268499.5486485206
1160,195153.78043454734
1161,165742.32720101252
1162,214252.91861927905
1163,118777.51352784736
1164,140688.95920149505
1165,178024.8592665667
1166,233329.61413463624
1167,277927.8638878281
1168,191969.33704683476
1169,202023.896474611
1170,426176.04210231826
1171,157880.07954455377
1172,170067.9695568313
1173,179962.56431675213
1174,233065.78168760776
1175,203342.35716793616
1176,333374.8443598489
1177,117157.66603928851
1178,126224.49436251074
1179,110144.30456296762
1180,79202.45908794482
1181,275843.60929694795
1182,257068.158108935
1183,495056.6363100149
1184,133083.30672415416
1185,205679.52506781253
1186,114978.00853391492
1187,96337.47310342058
1188,263106.8027430845
1189,206948.2859400562
1190,218922.14070383017
1191,196612.21983081242
1192,208232.46763282805
1193,119870.68821690767
1194,172152.53305371746
1195,149247.23578160256
1196,170524.30475323263
1197,232342.87619047496
1198,170458.6515679718
1199,198369.07424901798
1200,136066.5951099028
1201,88888.81725903414
1202,214697.81843700795
1203,116632.24509277905
1204,234021.7328546939
1205,141089.55203244672
1206,296584.7690767569
1207,109984.05936754495
1208,226729.21273306594
1209,146346.8667535804
1210,262158.9410613945
1211,203211.84178670426
1212,220519.99305658787
1213,56267.42170601105
1214,95994.60958993982
1215,117465.628595358
1216,113388.50739164208
1217,173261.13374209066
1218,229337.24356427323
1219,39342.15001215914
1220,129239.95992160751
1221,110709.11015250022
1222,134549.46127768536
1223,178486.56074703706
1224,229764.23330283654
1225,193205.4662532619
1226,132339.8669912333
1227,218467.52663253085
1228,124162.33859349403
1229,316511.1696165202
1230,151686.51011772617
1231,243769.2543857738
1232,146980.92020518228
1233,84328.4385065519
1234,147909.30896312604
1235,140935.07116977964
1236,135400.07437970536
1237,201053.38686673786
1238,223511.6394883108
1239,178573.39019103698
1240,241861.58190653357
1241,218468.34899067995
1242,264657.52468426595
1243,178621.7687877051
1244,355496.0641717559
1245,192625.52099616174
1246,178979.515252735
1247,202703.20405910537
1248,173694.54294246412
1249,182567.20836256433
1250,109633.32460548508
1251,272874.1545545573
1252,214313.95608853013
1253,108249.94055378623
1254,245233.61858469876
1255,200162.83721011854
1256,153906.22391853132
1257,295645.16717741103
1258,75744.06213322026
1259,178225.85522199306
1260,155217.54161989875
1261,188664.33884817315
1262,122939.63797802548
1263,149997.95123510202
1264,174939.40451149887
1265,189042.4404086147
1266,188033.87441649637
1267,189280.02419276652
1268,329768.5596912622
1269,326631.06438035564
1270,144721.7870032912
1271,227379.05832891236
1272,190047.38617305423
1273,113335.97011155123
1274,161585.05162571964
1275,105794.65693382733
1276,165636.71075544786
1277,164099.51468773058
1278,219964.04190267692
1279,262458.28556722915
1280,90374.46391244046
1281,232790.8622283351
1282,202132.7991647725
1283,129652.74294544454
1284,166326.92122888484
1285,202086.34249026654
1286,144481.39276846382
1287,182147.22522269085
1288,176947.98722902802
1289,251972.34020601213
1290,268831.93134811916
1291,144556.62618196825
1292,116673.95452374732
1293,175833.95726599277
1294,199382.36868300894
1295,115456.32693313947
1296,125888.60709998407
1297,135019.34700402804
1298,147930.88623697998
1299,733765.434619738
1300,142850.22568493197
1301,232129.04691622662
1302,147789.1305929583
1303,302666.33205534145
1304,252206.91413763608
1305,211989.99758421
1306,291648.085788036
1307,211336.61530159623
1308,139356.15646689525
1309,130901.37956135091
1310,179863.52662046882
1311,249923.4428607982
1312,203481.6800346456
1313,323827.2619231972
1314,336405.72993566445
1315,90854.26237877086
1316,211916.87578079756
1317,275571.1176962997
1318,208937.87881290028
1319,282132.1332251744
1320,87005.68013949599
1321,191144.0595419373
1322,24345.335346299573
1323,221230.4015602728
1324,40281.284857154824
1325,291513.103555592
1326,50877.63326217653
1327,26780.2930155386
1328,107438.21090738219
1329,250543.36914244317
1330,207893.23010087176
1331,268699.68980286154
1332,132098.75110762322
1333,70250.12210877135
1334,123120.33690269047
1335,142770.6931070016
1336,184426.46513080294
1337,191670.64799339045
1338,47302.37050430977
1339,222776.07540774485
1340,109142.38045372185
1341,103531.4598664915
1342,178671.8177321154
1343,279278.5240252644
1344,182793.44687395822
1345,191608.06428893982
1346,79890.702137594
1347,259331.92880355404
1348,281318.50412708824
1349,221105.85137906647
1350,189865.0907776591
1351,255933.31266557775
1352,185469.41044340143
1353,140646.78219143092
1354,372610.4018836636
1355,239631.76993956394
1356,196476.16093966947
1357,107748.23985134147
1358,140680.21408847498
1359,175260.35770982085
1360,324082.0311303849
1361,183185.87065815146
1362,226354.51941217645
1363,115551.22198731313
1364,163267.21371792373
1365,168558.09823394858
1366,212762.18079725862
1367,218599.72223490942
1368,137834.2334836902
1369,144991.3995634371
1370,261504.83354092203
1371,100808.13367734174
1372,184507.4405732397
1373,245856.57395975152
1374,406944.12765270635
1375,253798.26195144025
1376,263511.5652870659
1377,98322.0219158245
1378,153301.26938985125
1379,119520.1713243667
1380,136728.84829509608
1381,44932.97892790148
1382,226743.6208228974
1383,187278.51763845794
1384,129914.1589463522
1385,127664.20715288795
1386,84433.0175420933
1387,283629.8138539095
1388,197741.8359466436
1389,300700.2392377411
1390,141338.09428215295
1391,227228.2518013441
1392,195322.48163980176
1393,110503.31600157917
1394,163869.67622282542
1395,228788.63669744623
1396,294811.9750350497
1397,165261.98298795056
1398,127738.06886806502
1399,173263.4603781813
1400,149719.31623281143
1401,126085.27226115903
1402,182571.85580467747
